X151.2	X151.3	X151.4	X151.5	X152.2	X152.3	X152.4	X152.5	X153.2	X153.3	X154.2	X154.3	X154.4	X154.5	X156.2	X156.3	X156.4	X156.5	X157.2	X157.3	X157.4	X158.2	X158.3	X158.4	X158.5	X159.2	X159.3	X160.2	X160.3	X160.4	X160.5	X161.2	X161.3	X161.4	X161.5	X163.2	X163.3	X163.4	X163.5	X164.2	X164.4	X164.5	X165.2	X165.3	X165.5	X166.2	X166.3	X166.4	X166.5	X167.3.1	X167.3.2	X167.4	X167.5	X168.2	X168.3	X168.4	X168.5	X169.3	X169.4	X169.5	X170.2	X170.3	X170.4	X170.5	X171.2	X171.3	X171.5	X172.2	X172.3	X172.4	X172.5	X173.2	X173.3	X173.4	X173.5	X174.2	X174.3	X174.5	X175.2	X175.3	X175.4	X175.5	X176.3.1	X176.3.2	X176.4	X177.3	X177.4	X178.4	X179.3	X179.4	X179.5	X180.2	X180.3	X180.4	X180.5	X181.2	X181.3	X181.4	X182.2	X182.3	X182.4	X182.5	CMV002	CMV003	CMV004	CMV005	CMV006	CMV007	CMV008	CMV009	CMV016.1	CMV016.2	CMV017.1	CMV017.2	CMV018.1	CMV018.2	CMV020.1	CMV020.2	CMV021.1	CMV022.2	CMV023.1	CMV024.2	CMV025.1	CMV025.2	CMV026.1	CMV026.2	CMV027.1	CMV027.2	CMV028	CMV030	CMV031	CMV035.1	CMV038.1	CMV039.1	CMV039.2	CMV040.1	CMV040.2	CMV041.1	CMV041.2	CMV042.1	CMV042.2	CMV043.1	CMV043.2	CMV044.1	CMV044.2	CMV047	CMV048	CMV050	CMV051.1	CMV051.2	CMV051	CMV052.1	CMV052.2	CMV053.1	CMV053.2	CMV053	CMV054.2	CMV055.1	CMV056	CMV057	CMV058.1	CMV059.1	CMV060.1	CMV061	CMV062	CMV066.1	CMV067.1	CMV067.2	CMV068	CMV070.1	CMV072.1	CMV074	CMV075.2	CMV076.1	CMV076.2	CMV077.1	CMV077.2	CMV079.2	CMV080.1	CMV080.2	CMV081.1	CMV081.2	CMV082.2	CMV083.1	CMV083.2	CMV084.1	CMV085.1	CMV085.2	CMV088.1	CMV088.2	CMV089.1	CMV089.2	CMV090.1	CMV090.2	CMV091.1	CMV092.1	CMV093.1	CMV094.1	CMV094.2	CMV095.1	CMV096.1	CMV097.1	CMV097.2	CMV098.1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.71778	35.24218	2.07456	5.43114	0.03991	6.65459	1.08884	7.53536	1.31755	0.4796	0	0	0	65.01807	13.09655	2.32739	0	5.10897	5.29939	10.80305	0.57758	0.21631	1.84403	6.82132	15.80471	0	3.27914	29.51645	2.45301	0.90687	9.10052	0.00602	0.13076	1.42116	1.27113	3.29213	0.38758	30.66061	6.48204	0	0.13856	19.22948	1.30591	65.86091	18.55181	2.91277	18.91048	1.31688	9.72314	0.0446	0.01851	40.92653	22.02072	0.63841	35.32606	1.34737	0.33462	4.56093	6.08095	1.34698	56.68836	24.63499	13.32502	7.67309	0.3982	10.25666	13.68043	1.59256	0	0	36.88381	7.35901	5.40918	2.97357	8.47088	12.39812	18.79554	14.72539	0.13205	13.21455	3.79751	1.63061	1.04361	1.31945	42.56632	0.01772	0.08831	36.59754	2.10912	2.77722	3.4549	1.23613	0.63226	0.13544	34.35643	0.00865	26.66707	0.09715	38.74672	0.38672	5.93034	11.16957	15.92549	2.21312	0.13703	0.04815	0.03268	39.6834	0	6.25729	0.02048	0.03359	2.09509	0.05898	7.30419	0	2.83615	1.43975	0	0.34789	10.10043	0	0	0.94221	12.16981	0.39787	24.337	6.97621	0.68519	8.31764	0	0	15.62044	1.26357	0	0.61393	0.04013	21.01857	3.5229	1.48501	18.29459	0.01624	17.76211	5.81352	3.91701	65.39894	17.06335	7.42959	12.72323	3.05032	0.007	0.2638	0	0.92086	0	0.70092	5.59267	11.99395	21.43741	4.43824	1.10712	2.93668	87.3769	5.04373	6.79837	0.06634	0.00917	0.64988	1.43668	2.86051	0	0.14066	1.66613	6.3442	0.16152	1.49957	2.68369	13.66242	0.03947	0.30443	2.02432	1.65097	7.23619	0.0651	4.47912	0.72519	2.0655	23.09855	0	0.82569	3.21317	0.17563	0.02888	3.32958	3.99966	11.87845	7e-04	4.16959	2.97698	0.20608	1.07571	0.77142	0.0077	0.05918
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	7.71778	35.24218	2.07456	5.43114	0.03991	6.65459	1.08884	7.53536	1.31755	0.4796	0	0	0	65.01807	13.09655	2.32739	0	5.10897	5.29939	10.80305	0.57758	0.21631	1.84403	6.82132	15.80471	0	3.27914	29.51645	2.45301	0.90687	9.10052	0.00602	0.13076	1.42116	1.27113	3.29213	0.38758	30.66061	6.48204	0	0.13856	19.22948	1.30591	65.86091	18.55181	2.91277	18.91048	1.31688	9.72314	0.0446	0.01851	40.92653	22.02072	0.63841	35.32606	1.34737	0.33462	4.56093	6.08095	1.34698	56.68836	24.63499	13.32502	7.67309	0.3982	10.25666	13.68043	1.59256	0	0	36.88381	7.35901	5.40918	2.97357	8.47088	12.39812	18.79554	14.72539	0.13205	13.21455	3.79751	1.63061	1.04361	1.31945	42.56632	0.01772	0.08831	36.59754	2.10912	2.77722	3.4549	1.23613	0.63226	0.13544	34.35643	0.00865	26.66707	0.09715	38.74672	0.38672	5.93034	11.16957	15.92549	2.21312	0.13703	0.04815	0.03268	39.6834	0	6.25729	0.02048	0.03359	2.09509	0.05898	7.30419	0	2.83615	1.43975	0	0.34789	10.10043	0	0	0.94221	12.16981	0.39787	24.337	6.97621	0.68519	8.31764	0	0	15.62044	1.26357	0	0.61393	0.04013	21.01857	3.5229	1.48501	18.29459	0.01624	17.76211	5.81352	3.91701	65.39894	17.06335	7.42959	12.72323	3.05032	0.007	0.2638	0	0.92086	0	0.70092	5.59267	11.99395	21.43741	4.43824	1.10712	2.93668	87.3769	5.04373	6.79837	0.06634	0.00917	0.64988	1.43668	2.86051	0	0.14066	1.66613	6.3442	0.16152	1.49957	2.68369	13.66242	0.03947	0.30443	2.02432	1.65097	7.23619	0.0651	4.47912	0.72519	2.0655	23.09855	0	0.82569	3.21317	0.17563	0.02888	3.32958	3.99966	11.87845	7e-04	4.16959	2.97698	0.20608	1.07571	0.77142	0.0077	0.05918
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.64527	0	0	0.03485	0	0	0	0.04623	0.04979	0	0	0	0	0	2.78113	0.81186	0	0.22078	0	0	0	0	0	0	0.78728	0	0	0.45643	0	0	3.74835	0	0	0	0.06422	0	0	0	0.13674	0	0	0	0	0	0	0.02922	5.65156	0.15163	2.31604	0	0	0	14.31269	0.0197	0	0	0.09496	0	0	0	0	0	0	0.14374	0.28695	1.20023	8.12091	0	0	0	0	0.04037	0	0.33384	0.03357	3.47387	5.92512	2.09108	0	0	0.01269	0.4338	0.02013	0.02578	3.61993	0	0	0	0	0	0	0	0	0	0.29411	0	0	0	31.59423	0.09986	2.09312	0.71929	0	0	0.0053	0	0	0	0	3.82122	0.01323	0	1.34894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04313	0.23419	0.00152	0.81237	0	0	0.37483	0.53696	0	0.03167	0	0	0	0.30835	0.10698	0	16.18741	0.60941	0.4233	0	0	0.13377	0	0	0	0	0	0	0	0.02864	0.02349	5.29901	0	0.4799	0	0.59636	0	0.25993	0	0	0	0	0	1.58875	0	0	0.46945	1.79099	0	0.14266	0.28989	1.25014	0	0	0.42638	0.24087	0.27321	0	0	0	0	0	0	0	0	0	0	0.06549	0.40006	0	0	0.1734	0	0.04346	0.81201	0.03274	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	0.64527	0	0	0.03485	0	0	0	0.04623	0.04979	0	0	0	0	0	2.78113	0.81186	0	0.22078	0	0	0	0	0	0	0.78728	0	0	0.45643	0	0	3.74835	0	0	0	0.06422	0	0	0	0.13674	0	0	0	0	0	0	0.02922	5.65156	0.15163	2.31604	0	0	0	14.31269	0.0197	0	0	0.09496	0	0	0	0	0	0	0.14374	0.28695	1.20023	8.12091	0	0	0	0	0.04037	0	0.33384	0.03357	3.47387	5.92512	2.09108	0	0	0.01269	0.4338	0.02013	0.02578	3.61993	0	0	0	0	0	0	0	0	0	0.29411	0	0	0	31.59423	0.09986	2.09312	0.71929	0	0	0.0053	0	0	0	0	3.82122	0.01323	0	1.34894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04313	0.23419	0.00152	0.81237	0	0	0.37483	0.53696	0	0.03167	0	0	0	0.30835	0.10698	0	16.18741	0.60941	0.4233	0	0	0.13377	0	0	0	0	0	0	0	0.02864	0.02349	5.29901	0	0.4799	0	0.59636	0	0.25993	0	0	0	0	0	1.58875	0	0	0.46945	1.79099	0	0.14266	0.28989	1.25014	0	0	0.42638	0.24087	0.27321	0	0	0	0	0	0	0	0	0	0	0.06549	0.40006	0	0	0.1734	0	0.04346	0.81201	0.03274	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8581	0.05658	0	0.05182	0.00181	0	0.05868	0	0	0	0	0	0	0	0	0	0.0316	0	0	0	0	0	0	0	0	0	0	0.03422	0.02824	3.0647	8.65206	0.11549	0.01037	0	0.20884	0	0	0	0.04634	0	0	0	0	0	0	0	0	0	0	0	0	0.14803	0	0	0	0	0	0	0	0	0	0	0	0.55265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06637	0	0.01075	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04934	0	0	0	0	0	0.35035	0	0	0.04333	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0.01174	0	0.74157	0	0	0	0.03083	0	0	0	0	0	0	0	0	0	0	0	0	0.02382	0.00058	0	0	0	0	0	0.00025	0	0.00529	0	0	0	0	0.02935	0	0	0	0.13135	0	0	0	0	0	0	0	0.03286	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__Bacteroides_cellulosilyticus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8581	0.05658	0	0.05182	0.00181	0	0.05868	0	0	0	0	0	0	0	0	0	0.0316	0	0	0	0	0	0	0	0	0	0	0.03422	0.02824	3.0647	8.65206	0.11549	0.01037	0	0.20884	0	0	0	0.04634	0	0	0	0	0	0	0	0	0	0	0	0	0.14803	0	0	0	0	0	0	0	0	0	0	0	0.55265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06637	0	0.01075	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04934	0	0	0	0	0	0.35035	0	0	0.04333	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0.01174	0	0.74157	0	0	0	0.03083	0	0	0	0	0	0	0	0	0	0	0	0	0.02382	0.00058	0	0	0	0	0	0.00025	0	0.00529	0	0	0	0	0.02935	0	0	0	0.13135	0	0	0	0	0	0	0	0.03286	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01014	0.00674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01014	0.00674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26642	1.44922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26642	1.44922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	1.15663	1.29633	0.06269	0.00999	0	0	0	0	0	0	0	0	0	0	0.47402	0.19381	0	0.25933	0	0	0	0.21631	1.06139	5.40258	0.13583	0	0.2559	3.06034	0.38296	0.09616	0.17806	0	0	0	0.06207	0.16051	0.02689	0.31206	0.0069	0	0	0.03407	0	0	0	0.00214	0.00228	0	0.04563	0	0	0	2.52815	0.00371	1.44441	0.01323	0.00667	1.91804	1.14307	0.33236	0.43678	0.83294	0.0713	0.34612	0	0.1052	0.21516	0	0	0	28.27682	0	0	0.27615	0.24834	2.52904	2.08632	3.41475	0	0	0.00168	0	0.14911	0.36729	0.23222	0	0	3.94498	0	0	0	0	0	0	1.22038	0	0	0	0.00961	0.0013	0.11202	0.02229	0	0.00546	0.01077	1e-05	0	0	0	0	0	0	0.04597	0	0.00642	0	0.22194	0.04862	0	0.00498	0	0	0	0.014	0	0	0.09299	0.1715	0.00831	0.03075	0	0	0.01539	0.11565	0	0.07137	0	0.05646	0.00249	0	0.01605	0	0	0.05853	0.00042	0	0	0.05269	0	0	0	0.01668	0	0	0	0	0.03504	0.14883	0	0	0.02305	0.48611	0	2.21744	0	0	0	0.2329	0.00632	0.02851	0	0	0	0.30969	0.00155	0.03668	0.02533	0.98357	0.00069	0.00942	0.00111	0.11577	0.02133	0	0.10258	0	0.1342	0.69534	0	0.03057	0.11106	0	0	0.16947	0.34565	0	0	0	0	0	0.00764	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified	1.15663	1.29633	0.06269	0.00999	0	0	0	0	0	0	0	0	0	0	0.47402	0.19381	0	0.25933	0	0	0	0.21631	1.06139	5.40258	0.13583	0	0.2559	3.06034	0.38296	0.09616	0.17806	0	0	0	0.06207	0.16051	0.02689	0.31206	0.0069	0	0	0.03407	0	0	0	0.00214	0.00228	0	0.04563	0	0	0	2.52815	0.00371	1.44441	0.01323	0.00667	1.91804	1.14307	0.33236	0.43678	0.83294	0.0713	0.34612	0	0.1052	0.21516	0	0	0	28.27682	0	0	0.27615	0.24834	2.52904	2.08632	3.41475	0	0	0.00168	0	0.14911	0.36729	0.23222	0	0	3.94498	0	0	0	0	0	0	1.22038	0	0	0	0.00961	0.0013	0.11202	0.02229	0	0.00546	0.01077	1e-05	0	0	0	0	0	0	0.04597	0	0.00642	0	0.22194	0.04862	0	0.00498	0	0	0	0.014	0	0	0.09299	0.1715	0.00831	0.03075	0	0	0.01539	0.11565	0	0.07137	0	0.05646	0.00249	0	0.01605	0	0	0.05853	0.00042	0	0	0.05269	0	0	0	0.01668	0	0	0	0	0.03504	0.14883	0	0	0.02305	0.48611	0	2.21744	0	0	0	0.2329	0.00632	0.02851	0	0	0	0.30969	0.00155	0.03668	0.02533	0.98357	0.00069	0.00942	0.00111	0.11577	0.02133	0	0.10258	0	0.1342	0.69534	0	0.03057	0.11106	0	0	0.16947	0.34565	0	0	0	0	0	0.00764	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.20088	0.25168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00887	0	0.06018	0.00996	0.53727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37392	0	0.10453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21714	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.20088	0.25168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00887	0	0.06018	0.00996	0.53727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37392	0	0.10453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21714	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	1.70333	0.00096	0.44424	1.86814	0	0	0	0.00513	0	0	0	0	0	0	0.01619	5e-04	0	0	0	0.00648	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0.01283	0	0	0	0.00293	0.0013	0.00118	0.08118	0	0	0	0	0.00899	0	0	0.00142	0	0	0.00038	0	0	0	0.03867	0.00508	0.03354	0.13535	0	0	0	0	0.01924	0	0.01965	0.00925	0.25466	0.40981	0.13241	0	0	0	0.02862	0.00145	0.00215	0.31981	0	0	0.05273	0	0	0	0.02612	0.01267	0	0.07127	0	0	0	0.00591	0.00585	0.05145	0.03464	0.09003	0.00956	2e-04	0	0	0	0	0.24971	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0.01116	0	0	0	0	0	0.00524	0	0	0.00122	0.00222	0	0	0	0	0	0	0.00077	0	0.00056	0	0.00177	0	0	0.0034	0.01485	0.00025	0	0	0	0	0	0	0.00373	0.00611	0.00134	0	0.00217	0.00649	0.00035	0.00547	0	0.00091	0	0	0.02131	0.00179	0	0	0	0	0	0.00018	0.00451	0.00023	0	0	0	0.00361	0.01237	0	0.01424	0.00023	0.01955	0	0	0	0	0	0	0	0	0	0	0.00401	0	0	0.05055	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135	1.70333	0.00096	0.44424	1.86814	0	0	0	0.00513	0	0	0	0	0	0	0.01619	5e-04	0	0	0	0.00648	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0.01283	0	0	0	0.00293	0.0013	0.00118	0.08118	0	0	0	0	0.00899	0	0	0.00142	0	0	0.00038	0	0	0	0.03867	0.00508	0.03354	0.13535	0	0	0	0	0.01924	0	0.01965	0.00925	0.25466	0.40981	0.13241	0	0	0	0.02862	0.00145	0.00215	0.31981	0	0	0.05273	0	0	0	0.02612	0.01267	0	0.07127	0	0	0	0.00591	0.00585	0.05145	0.03464	0.09003	0.00956	2e-04	0	0	0	0	0.24971	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0.01116	0	0	0	0	0	0.00524	0	0	0.00122	0.00222	0	0	0	0	0	0	0.00077	0	0.00056	0	0.00177	0	0	0.0034	0.01485	0.00025	0	0	0	0	0	0	0.00373	0.00611	0.00134	0	0.00217	0.00649	0.00035	0.00547	0	0.00091	0	0	0.02131	0.00179	0	0	0	0	0	0.00018	0.00451	0.00023	0	0	0	0.00361	0.01237	0	0.01424	0.00023	0.01955	0	0	0	0	0	0	0	0	0	0	0.00401	0	0	0.05055	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78264	1.41875	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0.08504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96091	0	0	0	1.59256	0	0	0	0	0	0	0	0.96945	0.10432	0.11874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04097	0	0	0	0	0.00531	0	4e-04	0	0	0	0	0.07034	0	0	0	0	0	0	0	0	0	0.03298	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__Bacteroides_finegoldii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78264	1.41875	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0.08504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96091	0	0	0	1.59256	0	0	0	0	0	0	0	0.96945	0.10432	0.11874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04097	0	0	0	0	0.00531	0	4e-04	0	0	0	0	0.07034	0	0	0	0	0	0	0	0	0	0.03298	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus|t__GCF_000195635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
